"","id","id_seq","transicao","V1023","idade","genero","VD3004","V2010","V2005","UF","qtd_pessoas","periodo_ajust","ensino_medio","ensino_superior","raça","posicao_familiar","tempo_desemprego","filhos","regiao","renda_domiciliar","renda_depois"
"4448","130082904_10_11_08_05_1993_Mulher_1351010",365407,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",30,"Mulher","Superior incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Amazonas",3.6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",19,1,"Norte",165,1412
"4449","140003688_12_11_29_11_1975_Homem_1410011",365529,"Migrou para o setor privado","Capital",47,"Homem","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Roraima",6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,1,"Norte",33.3333333333333,1556
"4450","140000582_05_11_19_08_2001_Homem_1410012",365589,"Migrou para o setor privado","Capital",22,"Homem","Médio incompleto ou equivalente","Parda","Filho(a) somente do responsável","Roraima",3,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Norte",1273.33333333334,2000
"4451","140000582_07_11_24_05_1998_Mulher_1410012",365594,"Migrou para o setor privado","Capital",25,"Mulher","Superior incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Roraima",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Norte",807.5,1450
"4452","140000582_12_11_30_04_1986_Mulher_1410012",365596,"Migrou para TCP","Capital",37,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Roraima",5,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",4,2,"Norte",351.190476190476,1800
"4453","140000582_12_11_09_07_2004_Homem_1410012",365597,"Migrou para TCP","Capital",19,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Roraima",5,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Norte",351.190476190476,1450
"4454","150014829_01_11_17_12_1996_Mulher_1520011",365986,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",26,"Mulher","Superior completo","Preta","Outro parente","Pará",2.8,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",2,0,"Norte",770,1100
"4455","150066989_03_11_16_09_1988_Homem_1553011",366376,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Pará",2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Norte",0,1000
"4456","160005255_04_11_21_05_1990_Homem_1610112",366555,"Migrou para o setor privado","Capital",33,"Homem","Médio incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Amapá",6,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",3,0,"Norte",636.666666666667,2118
"4457","160002310_08_11_04_05_1981_Homem_1650010",366634,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",42,"Homem","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amapá",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,1,"Norte",0,3000
"4458","170025345_13_11_22_11_1996_Mulher_1751011",366790,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Mulher","Superior incompleto ou equivalente","Parda","Irmão ou irmã","Tocantins",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Norte",4263.83333333333,1366
"4459","220022628_05_11_20_05_1983_Homem_2210013",367746,"Migrou para o setor privado","Capital",40,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Piauí",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",1,0,"Nordeste",780,1466.5
"4460","220022628_13_11_30_01_1984_Mulher_2210013",367759,"Migrou para o setor privado","Capital",39,"Mulher","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Piauí",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",937.5,1412
"4461","220029616_05_11_11_08_1994_Mulher_2252011",367909,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Mulher","Médio incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Piauí",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",1,0,"Nordeste",0,525
"4462","220027834_08_11_17_11_1992_Mulher_2252012",367952,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Piauí",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",1,1,"Nordeste",216.666666666667,250
"4463","230041004_05_11_10_04_1997_Homem_2320011",368166,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",26,"Homem","Fundamental completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Ceará",3.4,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",6,0,"Nordeste",400.333333333333,1606
"4464","230095866_09_11_28_04_1995_Homem_2351012",368319,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Homem","Médio completo ou equivalente","Preta","Filho(a) somente do responsável","Ceará",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",12,0,"Nordeste",165,846
"4465","230124245_01_11_08_07_1982_Mulher_2351012",368331,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",41,"Mulher","Médio incompleto ou equivalente","Parda","Irmão ou irmã","Ceará",2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Nordeste",0,1412
"4466","230020780_03_11_23_06_1966_Homem_2353011",368471,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",57,"Homem","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Ceará",4,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",4,0,"Nordeste",88.25,1412
"4467","230056980_04_11_15_03_1994_Mulher_2354011",368640,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Mulher","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Ceará",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",84,0,"Nordeste",0,200
"4468","240042168_06_11_05_10_2001_Homem_2410012",368784,"Migrou para o setor privado","Capital",22,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Rio Grande do Norte",6,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Nordeste",226.666666666667,1412
"4469","240073436_05_11_11_10_1995_Mulher_2420010",368801,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",28,"Mulher","Médio completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Norte",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Responsável pelo domicílio",4,0,"Nordeste",500,1412
"4470","240073436_07_11_21_09_2001_Homem_2420010",368803,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",22,"Homem","Médio incompleto ou equivalente","Preta","Pessoa responsável pelo domicílio","Rio Grande do Norte",1.8,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",6,0,"Nordeste",0,1650
"4471","240084557_04_11_19_04_2002_Mulher_2420010",368844,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",21,"Mulher","Médio completo ou equivalente","Preta","Filho(a) somente do responsável","Rio Grande do Norte",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",341.5,1412
"4472","240081773_04_11_29_06_2001_Mulher_2452011",368947,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Mulher","Fundamental incompleto ou equivalente","Amarela","Pessoa responsável pelo domicílio","Rio Grande do Norte",2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",4,1,"Nordeste",0,300
"4473","250057979_10_11_05_09_2001_Homem_2510011",369122,"Migrou para TCP","Capital",22,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Paraíba",1.2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",8,0,"Nordeste",0,2000
"4474","250063833_03_11_26_01_1972_Mulher_2510011",369158,"Migrou para o setor privado","Capital",51,"Mulher","Superior completo","Parda","Pessoa responsável pelo domicílio","Paraíba",3,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",12,0,"Nordeste",200,1506
"4475","250063833_07_11_29_12_2000_Homem_2510011",369162,"Migrou para o setor privado","Capital",22,"Homem","Superior incompleto ou equivalente","Parda","Filho(a) somente do responsável","Paraíba",5,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",350,2000
"4476","250030535_03_11_18_06_1998_Homem_2510012",369204,"Migrou para o setor privado","Capital",25,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Paraíba",2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",6,0,"Nordeste",660,1700
"4477","250039526_12_11_21_04_2000_Homem_2552011",369414,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Homem","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Paraíba",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",4,0,"Nordeste",0,510
"4478","250075386_06_11_30_07_1989_Homem_2552011",369444,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Homem","Superior completo","Parda","Filho(a) somente do responsável","Paraíba",2,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",7,0,"Nordeste",0,1100
"4479","260226820_12_11_04_07_1987_Mulher_2610011",369671,"Migrou para o setor privado","Capital",36,"Mulher","Superior completo","Branca","Pessoa responsável pelo domicílio","Pernambuco",1,"Pós-pandemia","Ensino médio completo","Superior completo","Branco","Responsável pelo domicílio",36,0,"Nordeste",0,4500
"4480","260129857_13_11_08_03_1990_Mulher_2651012",369979,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",33,"Mulher","Médio completo ou equivalente","Preta","Pessoa responsável pelo domicílio","Pernambuco",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",5,3,"Nordeste",0,1510
"4481","270027909_03_11_20_08_2002_Mulher_2710111",370348,"Migrou para o setor privado","Capital",21,"Mulher","Superior incompleto ou equivalente","Preta","Outro parente","Alagoas",2.6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",60,0,"Nordeste",33.3333333333333,NA
"4482","270018467_07_11_16_07_1973_Homem_2710112",370484,"Migrou para TCP","Capital",50,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Alagoas",4,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",12,0,"Nordeste",1256.5,2250
"4483","270019297_12_11_04_07_1995_Homem_2710113",370508,"Migrou para o setor privado","Capital",28,"Homem","Médio completo ou equivalente","Parda","Neto(a)","Alagoas",1.4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",0,1200
"4484","270002228_07_11_07_08_1963_Homem_2720010",370530,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",60,"Homem","Fundamental incompleto ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Alagoas",4.6,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",1,0,"Nordeste",572,1250
"4485","270003406_13_11_15_01_1978_Homem_2720010",370547,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",46,"Homem","Sem instrução e menos de 1 ano de estudo","Branca","Pessoa responsável pelo domicílio","Alagoas",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",17,0,"Nordeste",0,410
"4486","280033620_02_11_13_06_1994_Homem_2810011",370852,"Migrou para o setor privado","Capital",29,"Homem","Superior incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Sergipe",5.8,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",6,0,"Nordeste",670,2912.5
"4487","290101926_02_11_12_06_2001_Homem_2910113",371117,"Migrou para o setor privado","Capital",22,"Homem","Médio incompleto ou equivalente","Preta","Filho(a) do responsável e do cônjuge","Bahia",3,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Nordeste",1253.33333333333,800
"4488","290014033_12_11_28_03_1983_Mulher_2910211",371164,"Migrou para o setor privado","Capital",40,"Mulher","Médio incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Bahia",3,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",24,1,"Nordeste",1000,1412
"4489","290134428_13_11_30_01_2002_Mulher_2910212",371222,"Migrou para o setor privado","Capital",21,"Mulher","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Bahia",2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",275,1307
"4490","290056703_11_11_03_03_1999_Homem_2920011",371253,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",24,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Bahia",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",0,1431
"4491","290183126_04_11_17_06_1979_Mulher_2920013",371314,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",44,"Mulher","Médio completo ou equivalente","Preta","Cônjuge ou companheiro(a) de sexo diferente","Bahia",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Nordeste",1583.33333333333,1500
"4492","290188573_12_11_24_08_2003_Homem_2952012",371464,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Bahia",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",6,0,"Nordeste",440,900
"4493","290044560_12_11_16_05_1989_Mulher_2956011",371658,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Mulher","Superior completo","Preta","Pessoa responsável pelo domicílio","Bahia",3,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",108,1,"Nordeste",1055,653
"4494","310198351_13_11_02_10_1994_Homem_3110112",371838,"Migrou para TCP","Capital",29,"Homem","Fundamental completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Minas Gerais",2.6,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",2,0,"Sudeste",175,1750
"4495","310288234_06_11_09_10_1997_Homem_3110113",371895,"Migrou para o setor privado","Capital",26,"Homem","Médio completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Minas Gerais",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Responsável pelo domicílio",18,0,"Sudeste",1076.66666666667,1706
"4496","310223192_07_11_15_02_2004_Mulher_3110211",371934,"Migrou para o setor privado","Capital",19,"Mulher","Médio completo ou equivalente","Preta","Neto(a)","Minas Gerais",2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Sudeste",0,1412
"4497","310250028_10_11_08_07_1961_Mulher_3110211",371948,"Migrou para o setor privado","Capital",62,"Mulher","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Minas Gerais",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",5,0,"Sudeste",0,1500
"4498","310511400_04_11_08_03_2005_Homem_3120012",372295,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",18,"Homem","Médio incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Minas Gerais",4,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Sudeste",592.5,1412
"4499","310034303_04_11_20_04_1994_Homem_3130011",372392,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Minas Gerais",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",2,0,"Sudeste",550,2050
"4500","310011704_14_11_19_09_2002_Homem_3151013",372640,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Minas Gerais",3.6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",8,0,"Sudeste",258.333333333333,1606
"4501","310384631_11_11_07_04_2000_Mulher_3152013",372791,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Mulher","Superior incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Minas Gerais",2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Responsável pelo domicílio",1,0,"Sudeste",730,1800
"4502","310389470_11_11_11_12_1999_Mulher_3153011",372865,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Minas Gerais",2,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",9,1,"Sudeste",0,1456
"4503","310575114_12_11_06_11_2003_Homem_3154012",373054,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Superior incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Minas Gerais",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",12,0,"Sudeste",0,706
"4504","310507234_02_11_10_06_2003_Mulher_3155011",373128,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Mulher","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Minas Gerais",4.6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Sudeste",842,1850
"4505","310269130_09_11_15_08_1972_Homem_3155013",373224,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",51,"Homem","Fundamental incompleto ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Minas Gerais",3,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",3,0,"Sudeste",882,2700
"4506","310138840_09_11_15_05_1997_Homem_3156013",373424,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Médio completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Minas Gerais",1,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Responsável pelo domicílio",5,0,"Sudeste",0,1556
"4507","320015295_04_11_30_05_1985_Homem_3220012",373642,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",38,"Homem","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Espírito Santo",4,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",24,0,"Sudeste",75,1412
"4508","320064851_04_11_08_06_1999_Homem_3220012",373743,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",24,"Homem","Médio incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Espírito Santo",6.4,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Sudeste",758.095238095238,1412
"4509","330190742_02_11_11_06_1993_Homem_3310211",374442,"Migrou para TCP","Capital",30,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Rio de Janeiro",3.6,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",6,0,"Sudeste",2387.5,1412
"4510","330227437_05_11_09_07_1984_Mulher_3310211",374459,"Migrou para o setor privado","Capital",39,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio de Janeiro",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",120,1,"Sudeste",1050,485
"4511","330399653_06_11_29_03_1966_Homem_3310212",374622,"Migrou para TCP","Capital",57,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio de Janeiro",1,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",1,0,"Sudeste",0,1000
"4512","330066371_02_11_06_04_1991_Mulher_3310213",374627,"Migrou para TCP","Capital",32,"Mulher","Superior incompleto ou equivalente","Preta","Pessoa responsável pelo domicílio","Rio de Janeiro",4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",11,1,"Sudeste",0,2500
"4513","330034807_03_11_08_07_2004_Mulher_3310311",374678,"Migrou para o setor privado","Capital",19,"Mulher","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Rio de Janeiro",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",15,0,"Sudeste",440,700
"4514","330034807_12_11_29_07_1999_Homem_3310311",374685,"Migrou para o setor privado","Capital",24,"Homem","Superior incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Rio de Janeiro",5,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Sudeste",1000,NA
"4515","330189277_13_11_12_12_1981_Mulher_3310311",374747,"Migrou para o setor privado","Capital",42,"Mulher","Superior completo","Preta","Pessoa responsável pelo domicílio","Rio de Janeiro",3,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",24,1,"Sudeste",1733.33333333333,6000
"4516","330313209_09_11_18_05_1963_Homem_3321011",374983,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",60,"Homem","Fundamental completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio de Janeiro",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",24,0,"Sudeste",0,1500
"4517","330340350_11_11_05_02_1980_Homem_3321011",374993,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",43,"Homem","Fundamental completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio de Janeiro",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",1,0,"Sudeste",0,225
"4518","330340350_13_11_25_08_1995_Homem_3321011",374995,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",28,"Homem","Médio completo ou equivalente","Branca","Neto(a)","Rio de Janeiro",2.4,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",60,0,"Sudeste",220,1412
"4519","330262525_05_11_01_09_1997_Homem_3321013",375090,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",26,"Homem","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio de Janeiro",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",12,0,"Sudeste",1176.66666666667,1500
"4520","330317579_12_11_11_11_1988_Mulher_3322011",375214,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",35,"Mulher","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio de Janeiro",3.2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",24,1,"Sudeste",0,1250
"4521","330001432_06_11_03_09_1990_Homem_3322012",375238,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",33,"Homem","Médio completo ou equivalente","Preta","Filho(a) somente do responsável","Rio de Janeiro",3,"Pós-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Sudeste",0,1500
"4522","330021383_06_11_13_12_1999_Homem_3322012",375257,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",23,"Homem","Fundamental completo ou equivalente","Preta","Pessoa responsável pelo domicílio","Rio de Janeiro",1,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",5,0,"Sudeste",0,1856
"4523","330142190_08_11_10_07_1976_Homem_3322012",375321,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Médio incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio de Janeiro",2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",15,0,"Sudeste",0,1406
"4524","330142190_08_11_28_02_2005_Mulher_3322012",375322,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",18,"Mulher","Médio incompleto ou equivalente","Branca","Filho(a) somente do responsável","Rio de Janeiro",2,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",2,0,"Sudeste",0,700
"4525","330171366_06_11_08_02_1964_Homem_3323011",375448,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",59,"Homem","Fundamental incompleto ou equivalente","Preta","Pessoa responsável pelo domicílio","Rio de Janeiro",2.8,"Pós-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",6,0,"Sudeste",1386.66666666667,2150
"4526","330008955_05_11_18_09_1961_Homem_3323012",375464,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",62,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Rio de Janeiro",1,"Pós-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",6,0,"Sudeste",0,1760
