"","id","id_seq","transicao","renda_depois","V1023","idade","genero","UF","escolaridade","raça","posicao_familiar","regiao","tempo_desemprego"
"358","310137659_07_11_08_02_1989_Homem_3153013",52310,"Migrou para o setor privado",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Homem","Minas Gerais","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sudeste",1
"359","310411992_12_11_22_02_1996_Mulher_3154011",52432,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Mulher","Minas Gerais","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",6
"360","310417255_11_11_27_02_1960_Homem_3154012",52501,"Migrou para TCP",500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",63,"Homem","Minas Gerais","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",5
"361","310046690_06_11_30_01_1999_Mulher_3155011",52552,"Migrou para TCP",1650,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Mulher","Minas Gerais","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",5
"362","310289674_03_11_10_01_2002_Homem_3155011",52613,"Migrou para o setor privado",1556,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Minas Gerais","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",5
"363","320026124_10_11_28_09_2000_Homem_3220011",53015,"Migrou para o setor privado",1600,"Resto da RM (Região Metropolitana, excluindo a capital)",23,"Homem","Espírito Santo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",36
"364","330180332_07_11_12_10_1974_Mulher_3310111",53700,"Migrou para TCP",2000,"Capital",49,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",36
"365","330180332_07_11_01_03_1998_Mulher_3310111",53701,"Migrou para TCP",3000,"Capital",26,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",36
"366","330242831_04_11_12_08_1997_Mulher_3310112",53794,"Migrou para o setor privado",600,"Capital",26,"Mulher","Rio de Janeiro","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",2
"367","330294891_07_11_12_04_1967_Mulher_3310112",53819,"Migrou para o setor privado",781,"Capital",57,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",48
"368","330396930_02_11_27_10_1979_Mulher_3310113",53887,"Migrou para TCP",1456,"Capital",44,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",3
"369","330285723_11_11_19_03_1988_Mulher_3310211",53979,"Migrou para o setor privado",1412,"Capital",35,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",60
"370","330164108_04_11_11_04_2001_Homem_3310312",54322,"Migrou para o setor privado",1412,"Capital",23,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sudeste",24
"371","330223612_01_11_31_07_1985_Homem_3310312",54326,"Migrou para o setor privado",1574,"Capital",38,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",36
"372","330062172_04_11_20_11_2000_Mulher_3322011",54549,"Migrou para o setor privado",450,"Resto da RM (Região Metropolitana, excluindo a capital)",23,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",15
"373","330195272_05_11_24_08_1998_Mulher_3322011",54581,"Migrou para TCP",550,"Resto da RM (Região Metropolitana, excluindo a capital)",25,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",24
"374","330048724_14_11_17_08_1976_Homem_3322012",54691,"Migrou para TCP",1100,"Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sudeste",36
"375","330325012_14_11_18_11_1966_Homem_3322012",54771,"Migrou para o setor privado",2000,"Resto da RM (Região Metropolitana, excluindo a capital)",57,"Homem","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",72
"376","330014134_10_11_21_04_2002_Homem_3322013",54806,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",22,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",5
"377","330027189_10_11_22_11_2002_Homem_3323011",54844,"Migrou para o setor privado",800,"Resto da RM (Região Metropolitana, excluindo a capital)",21,"Homem","Rio de Janeiro","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",11
"378","330297124_01_11_25_02_1989_Homem_3323012",55013,"Migrou para TCP",2500,"Resto da RM (Região Metropolitana, excluindo a capital)",35,"Homem","Rio de Janeiro","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",11
"379","330299811_04_11_02_02_1994_Mulher_3323012",55029,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",30,"Mulher","Rio de Janeiro","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",48
"380","330267015_13_11_24_03_1999_Mulher_3352011",55270,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",24
"381","330132500_02_11_16_02_2004_Homem_3352013",55322,"Migrou para o setor privado",1300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sudeste",8
"382","330073961_03_11_13_01_1992_Mulher_3353011",55366,"Migrou para TCP",1300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",8
"383","330158427_12_11_26_02_1983_Homem_3353011",55403,"Migrou para o setor privado",300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",41,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",24
"384","330234681_05_11_22_06_1999_Mulher_3354012",55588,"Migrou para o setor privado",500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",3
"385","351288810_05_11_15_12_2003_Mulher_3510212",56016,"Migrou para o setor privado",1150,"Capital",20,"Mulher","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",24
"386","350729068_06_11_18_02_2005_Homem_3521011",56441,"Migrou para o setor privado",1456,"Resto da RM (Região Metropolitana, excluindo a capital)",19,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",4
"387","351195153_06_11_02_09_2005_Homem_3522011",56644,"Migrou para o setor privado",1581,"Resto da RM (Região Metropolitana, excluindo a capital)",18,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",1
"388","351200275_12_11_11_02_1991_Mulher_3522012",56740,"Migrou para o setor privado",2000,"Resto da RM (Região Metropolitana, excluindo a capital)",33,"Mulher","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",6
"389","351304828_05_11_16_09_2002_Mulher_3522013",56779,"Migrou para o setor privado",1100,"Resto da RM (Região Metropolitana, excluindo a capital)",21,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",15
"390","351059606_09_11_07_01_2003_Homem_3531011",56811,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",6
"391","350024981_01_11_12_08_1995_Mulher_3531012",56889,"Migrou para TCP",3000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",6
"392","350422292_09_11_12_09_1979_Homem_3531012",56922,"Migrou para TCP",2450,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",44,"Homem","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",6
"393","350533120_08_11_27_05_1988_Homem_3532013",57053,"Migrou para o setor privado",1900,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Homem","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",24
"394","350146459_06_11_17_04_2000_Homem_3551011",57081,"Migrou para o setor privado",1356,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Homem","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",36
"395","351381291_04_11_22_02_1990_Mulher_3551011",57146,"Migrou para o setor privado",1550,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Mulher","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",5
"396","351240146_03_11_24_12_1982_Mulher_3551012",57212,"Migrou para o setor privado",1900,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",41,"Mulher","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",4
"397","351240146_04_11_27_08_1986_Homem_3551012",57214,"Migrou para o setor privado",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",37,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",24
"398","350140292_01_11_27_02_1968_Homem_3553012",57480,"Migrou para o setor privado",2500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",56,"Homem","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",3
"399","350021252_09_11_21_02_1995_Mulher_3555013",57898,"Migrou para o setor privado",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",8
"400","410135332_08_11_07_10_1998_Homem_4110111",57981,"Migrou para o setor privado",2118,"Capital",25,"Homem","Paraná","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",13
"401","410181948_01_11_17_01_1994_Mulher_4110111",58009,"Migrou para TCP",2500,"Capital",30,"Mulher","Paraná","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",4
"402","410233480_14_11_25_02_2003_Homem_4110211",58153,"Migrou para o setor privado",2250,"Capital",21,"Homem","Paraná","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",6
"403","410058291_07_11_18_03_1980_Homem_4110213",58283,"Migrou para o setor privado",2200,"Capital",44,"Homem","Paraná","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sul",4
"404","410003644_05_11_26_06_1995_Mulher_4120013",58427,"Migrou para o setor privado",2250,"Resto da RM (Região Metropolitana, excluindo a capital)",29,"Mulher","Paraná","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",5
"405","410255979_05_11_04_08_2002_Mulher_4120013",58451,"Migrou para o setor privado",1706,"Resto da RM (Região Metropolitana, excluindo a capital)",21,"Mulher","Paraná","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sul",2
"406","410048810_04_11_05_01_2004_Homem_4151010",58474,"Migrou para o setor privado",2200,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Paraná","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sul",3
"407","410066842_07_11_14_10_2002_Homem_4153013",58745,"Migrou para TCP",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Paraná","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sul",8
"408","410118900_06_11_05_08_1972_Mulher_4156013",59194,"Migrou para o setor privado",1256,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",51,"Mulher","Paraná","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",1
"409","420054068_10_11_18_02_1966_Homem_4210012",59299,"Migrou para o setor privado",2200,"Capital",58,"Homem","Santa Catarina","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",6
"410","420002221_13_11_25_06_1978_Mulher_4252012",59798,"Migrou para o setor privado",2300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",45,"Mulher","Santa Catarina","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",5
"411","420021636_01_11_01_05_1983_Mulher_4253011",59967,"Migrou para o setor privado",3000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",40,"Mulher","Santa Catarina","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",6
"412","420101031_06_11_23_01_2005_Homem_4253012",60150,"Migrou para o setor privado",2050,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",19,"Homem","Santa Catarina","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",1
"413","420017128_09_11_14_10_2005_Homem_4253013",60218,"Migrou para o setor privado",850,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Homem","Santa Catarina","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sul",12
"414","420100739_08_11_11_03_2001_Homem_4253013",60241,"Migrou para o setor privado",3000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Santa Catarina","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",1
"415","430121779_01_11_26_10_1960_Homem_4310112",60701,"Migrou para TCP",2000,"Capital",63,"Homem","Rio Grande do Sul","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",6
"416","430096603_02_11_31_03_2004_Mulher_4310212",60863,"Migrou para o setor privado",1556,"Capital",20,"Mulher","Rio Grande do Sul","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sul",7
"417","430111087_07_11_18_02_1976_Homem_4321011",61001,"Migrou para o setor privado",1700,"Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Rio Grande do Sul","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sul",1
"418","430111087_08_11_19_04_1978_Mulher_4321011",61003,"Migrou para o setor privado",1700,"Resto da RM (Região Metropolitana, excluindo a capital)",45,"Mulher","Rio Grande do Sul","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",12
"419","430132328_03_11_25_01_1977_Homem_4321011",61009,"Migrou para o setor privado",2000,"Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Rio Grande do Sul","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",4
"420","430036682_11_11_08_01_1996_Mulher_4321012",61084,"Migrou para o setor privado",1500,"Resto da RM (Região Metropolitana, excluindo a capital)",28,"Mulher","Rio Grande do Sul","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sul",2
"421","430073992_04_11_11_12_1994_Mulher_4321012",61097,"Migrou para o setor privado",2000,"Resto da RM (Região Metropolitana, excluindo a capital)",29,"Mulher","Rio Grande do Sul","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",11
"422","430181131_04_11_17_11_1982_Mulher_4321013",61200,"Migrou para o setor privado",1530,"Resto da RM (Região Metropolitana, excluindo a capital)",41,"Mulher","Rio Grande do Sul","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",20
"423","430097835_02_11_05_12_2002_Mulher_4353012",61482,"Migrou para o setor privado",755,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Mulher","Rio Grande do Sul","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",6
"424","430079695_14_11_22_10_1974_Homem_4355011",61736,"Migrou para TCP",500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",49,"Homem","Rio Grande do Sul","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",24
"425","430194383_14_11_11_07_2005_Mulher_4355011",61763,"Migrou para o setor privado",300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Mulher","Rio Grande do Sul","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sul",9
"426","430080441_12_11_19_02_1985_Homem_4355013",61869,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",39,"Homem","Rio Grande do Sul","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",8
"427","500047431_12_11_10_06_1984_Homem_5010011",61967,"Migrou para o setor privado",1456,"Capital",39,"Homem","Mato Grosso do Sul","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Centro-Oeste",1
"428","500001800_12_11_26_07_1979_Homem_5053012",62346,"Migrou para TCP",2250,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",44,"Homem","Mato Grosso do Sul","Ensino médio completo","Branco","Responsável pelo domicílio","Centro-Oeste",9
"429","510055252_10_11_28_08_1970_Mulher_5110011",62464,"Migrou para o setor privado",1412,"Capital",53,"Mulher","Mato Grosso","Ensino médio completo","Não branco","Responsável pelo domicílio","Centro-Oeste",4
"430","510051124_01_11_30_10_1997_Homem_5152011",62842,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Mato Grosso","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",1
"431","510068642_08_11_21_08_1998_Homem_5152012",62916,"Migrou para o setor privado",2350,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Homem","Mato Grosso","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Centro-Oeste",18
"432","520067191_02_11_21_06_2005_Homem_5210012",63234,"Migrou para o setor privado",1456,"Capital",18,"Homem","Goiás","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Centro-Oeste",24
"433","520096378_09_11_22_11_1973_Mulher_5252012",63772,"Migrou para TCP",2550,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",50,"Mulher","Goiás","Ensino médio completo","Branco","Responsável pelo domicílio","Centro-Oeste",8
"434","530005419_01_11_25_01_1995_Homem_5310112",64016,"Migrou para TCP",5500,"Capital",29,"Homem","Distrito Federal","Ensino médio completo","Branco","Não responsável pelo domicílio","Centro-Oeste",24
"435","530017886_12_11_28_07_2005_Mulher_5310211",64125,"Migrou para o setor privado",1412,"Capital",18,"Mulher","Distrito Federal","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",6
"436","530003433_10_11_16_06_1991_Mulher_5310212",64220,"Migrou para TCP",700,"Capital",32,"Mulher","Distrito Federal","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",48
"437","530031630_06_11_24_05_1986_Homem_5310212",64263,"Migrou para TCP",2750,"Capital",37,"Homem","Distrito Federal","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",3
"438","530002273_11_11_20_09_1987_Mulher_5310213",64320,"Migrou para o setor privado",1606,"Capital",36,"Mulher","Distrito Federal","Ensino médio completo","Branco","Não responsável pelo domicílio","Centro-Oeste",6
